title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
DIARLS AND REFUSE FROMOUR PAST,https://books.google.com/books?hl=en&lr=&id=-40juc21gJUC&oi=fnd&pg=PA5&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=uPwMPBuife&sig=ZNemnBj3yhDnOZadrcRO0dgPC78,,"https://scholar.google.com/scholar?q=related:Ce6EHlRQthAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",927,,"EC Campos - International Strabismological Association ISA …, 2003 - books.google.com","… ethically justified not to treat an amblyopic patient, in order to include her/him in a double blind
case-controlled … This implies also an in-depth analysis of motor fusion and of its strength … Ing, MR,
Outcome sutdy of surgical alignment before six months of age for congenital esotropia … 
"
The Visual System,https://link.springer.com/chapter/10.1007/978-3-030-41878-6_8,,,928,All 2 versions,"J Hans, JRM Cruysberg - Clinical Neuroanatomy, 2020 - Springer","… These regions respond differently to form, colour, depth and motion (Livingstone and Hubel 1988;
Zeki 1993 … 8.7b). The patient's complaints included night blindness and peripheral visual field
loss (rod … The optic nerve may be affected by congenital disorders, such as optic nerve … 
"
Analysis of Content Scales of the Minnesota Multiphasic Personality Inventory-2 in Complete and Partial Agenesis of the Corpus Callosum,http://search.proquest.com/openview/2631d59943afadfd61b20c58b23d4569/1?pq-origsite=gscholar&cbl=18750&diss=y,Cited by 2,"https://scholar.google.com/scholar?q=related:W6nBWn0lBvEJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",929,,SM Longino - 2011 - search.proquest.com,"… Studies of split-brain patients (people who have had their CC surgically severed) have
demonstrated the … on tasks that require fine motor skills and bilateral integration of sensory input
(Funnell … of what is experienced in the other” (p. 1749) The role of congenital callosal absence … 
"
The biology of clinical encounters: Psychoanalysis as a science of mind,https://books.google.com/books?hl=en&lr=&id=oFg0yIYPBWYC&oi=fnd&pg=PR1&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=TNSvgPce7x&sig=OFnkByZTpb-dMKDyeeKA6WFC9cM,Cited by 82,"https://scholar.google.com/scholar?q=related:6W_YVRMNxFAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",930,All 6 versions,JE Gedo - 2013 - books.google.com,"… gating within the brainstem; in these contingencies, internal processing (or the restoration of
procedural … Levin makes note of the fact that the sign languages of the deaf seem to … of these studies
were those of Fraiberg and Freedman (1964) on children with congenital blindness … 
"
Triple visual hemifield maps in a case of optic chiasm hypoplasia,https://www.sciencedirect.com/science/article/pii/S1053811920303098,,"https://scholar.google.com/scholar?q=related:LlBLO-a9j2gJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",931,All 8 versions,"K Ahmadi, A Fracasso, RJ Puzniak, AD Gouws… - NeuroImage, 2020 - Elsevier","… In fact, the clinical spectrum of congenital achiasma ranges between the complete absence of
the optic … Waehnert et al., 2014) to build a coordinate system along the cortical depth, taking the …
into the temporal field along the horizontal meridian in order to capture the blind spot … 
"
Vergence and strabismus in neurodegenerative disorders,https://www.frontiersin.org/articles/10.3389/fneur.2018.00299/full,Cited by 4,"https://scholar.google.com/scholar?q=related:RQXB8gbu4HUJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",932,All 3 versions,"SL Kang, AG Shaikh, FF Ghasia - Frontiers in neurology, 2018 - frontiersin.org","… there is a paucity of literature discussing the effects of neurodegeneration on binocular alignment …
misalignment of the eyes and can result in disorienting diplopia, loss of depth perception, and
the … Although it is commonly congenital, acquired strabismus may be a sign of a more … 
"
COCHLEAR IMPLANTATION: NEW FRONTIERS IN CHILDREN AND ADULTS,https://pdfs.semanticscholar.org/da09/0e05b3d66bd489132f641a5bb1a6071240a7.pdf,,"https://scholar.google.com/scholar?q=related:J-vhpzkjSzAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",933,All 2 versions,M Mandalà - pdfs.semanticscholar.org,"… the 73 children who met the following inclusion criteria: (1) implanted under 3 years old, (2)
congenital deafness, (3) no … References [1] MA Svirsky, SW Teoh, H. Neuberger, Development
of language and speech perception in congenitally, profoundly deaf children as … 
"
The sensorimotor contingency of multisensory localization correlates with the conscious percept of spatial unity,http://search.proquest.com/openview/17cfe3ccc09c2cb87aec8cc0034a724f/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:DTrb6TAZhJwJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",934,All 3 versions,"GE Roberson, MT Wallace… - Behavioral and Brain …, 2001 - search.proquest.com","… notions of the nature of visual perception, and to recently discover, with collaborators, the phe-
nomenon of “change blindness.” His current … can be obtained from the records of patients whose
vision has been restored after having been born blind with congenital cataract (cf … 
"
"A non-epistemic, non-pictorial, internal, material visual field",http://search.proquest.com/openview/e136f0583743f930a94f5465a8f42bf8/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:cZ6rz2hZh6IJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",935,All 3 versions,"E Wright - Behavioral and Brain Sciences, 2001 - search.proquest.com","… notions of the nature of visual perception, and to recently discover, with collaborators, the phe-
nomenon of “change blindness.” His current … can be obtained from the records of patients whose
vision has been restored after having been born blind with congenital cataract (cf … 
"
Sessions-At-A-Glance,http://www.jvr-web.org/Download/Barany%20SAG.pdf,,,936,All 2 versions,"JC Sabatier, C Potrel-Burgot, A Réber… - Journal of Vestibular …, 2004 - jvr-web.org","… R. Baker O074 Central Vestibular Compensation in Infants and Children with Congenital
Vestibular Loss … I. Israël P028 Role of Moving Air Stream for Creating Perception of Self … Time
Constants and Its Association with Vestibular Navigatory Performance in the Congenitally Blind … 
"
Electrical excitation of degenerate retina,http://search.proquest.com/openview/99660476872001ec22b2274677cf5977/1?pq-origsite=gscholar&cbl=18750&diss=y,Cited by 1,"https://scholar.google.com/scholar?q=related:jFL4W_UN88MJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",937,,LHL Chan - 2009 - search.proquest.com,"… vision, followed severely loss of peripheral vision and often total blindness. No effective … Light
from the binocular zone strikes the retina in both eyes, whereas light from the monocular zone …
optic nerve which contributes to the binocular representation of the visual field. A … 
"
Development of a new classification system and proposed assessment protocol for childhood cerebral visual disorders,https://discovery.ucl.ac.uk/id/eprint/10063803/,,"https://scholar.google.com/scholar?q=related:tv0A54w5MlMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",938,All 2 versions,HEA Sakki - 2018 - discovery.ucl.ac.uk,"… addresses the main aim of the study, to develop statistically a novel classification system for
congenital childhood CVI … 325 9.3 Critical review of the study … Example A item Figure 5.12: Example
pages of the Beery VMI, Motor Coordination and Visual Perception tasks, completed … 
"
"On ventriloquism, audiovisual neurons, neonates, and the senses",http://search.proquest.com/openview/ac828a1e6a0f308b389cf2c58aaec167/1?pq-origsite=gscholar&cbl=47829,Cited by 1,"https://scholar.google.com/scholar?q=related:16NKx5zbQZMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",939,All 4 versions,"M Radeau, C Colin - Behavioral and Brain Sciences, 2004 - search.proquest.com","… Closing the blinds to reduce the avail- able information suppresses motion sickness by … Visual
event-related potentials (ERPs) have been recorded in congenitally deaf cats (Rebillard et al …
Moreover, in con- genitally blind humans, auditory and somatosensory ERPs have been … 
"
"Autism, Attention-Deficit/Hyperactivity Disorder, and Ocular Disease",https://books.google.com/books?hl=en&lr=&id=mRWSBAAAQBAJ&oi=fnd&pg=PA118&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=AhxNKqx11P&sig=ZKtpO5oL1uu2yiMGC307mo-dAvo,Cited by 1,"https://scholar.google.com/scholar?q=related:oTmoBqyX6PgJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",940,All 2 versions,"D Simmons, E Toal - Pediatric Ophthalmology and Strabismus, 2012 - books.google.com","… Depth Perception, Stereopsis, and Binocular Vision Two studies have measured stereoacuity
in children with … perception in other contexts, despite anecdotal evi- dence of depth perception
being unusual … 101 Face and Object Perception The literature on face processing in ASD … 
"
Memory Can Be Classified as Implicit or Explicit on the Basis of How Information Is Stored and Recalled,http://neuron.mefst.hr/docs/katedre/neuroznanost/katedra_neuroznanost/neuroscience/Kandel_seminar%2020_21.pdf,,"https://scholar.google.com/scholar?q=related:CUFh3CnXLasJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",941,All 3 versions,"ER Kandel, I Kupfermann, S Iversen - neuron.mefst.hr","… central executive), thought to be located in the prefrontal cortex (Chapter 19), actively focuses
perception on specific … if a light is followed repeatedly by the presentation of meat, eventually the
sight of the … it would be maladaptive for an animal to continue to respond to cues in the … 
"
Visual impairment due to a dyskinetic eye movement disorder in children with dyskinetic cerebral palsy,https://zir.nsk.hr/islandora/object/erf%3A704,,"https://scholar.google.com/scholar?q=related:UIrcWGnm4p8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",942,All 3 versions,M Ivošević - 2019 - zir.nsk.hr,"… encephalopathy, early brain malformations and congenital or postnatal infections, will … that their
eye movement disorder can be severe enough to mimic blindness and therefore is … with CP and
normal ocular findings can behave as blind (showing a highly inefficient visual … 
"
A-1 A Self-Paced Brain Computer Interface (BCI) Based Point-And-Click System,https://bcisociety.org/wp-content/uploads/2019/04/BCI2010Posters.pdf,,"https://scholar.google.com/scholar?q=related:NuCJeFiLbM4J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",943,,"XY Yong, R Ward, G Birch - bcisociety.org","… that capture large disparities for each class by viewing it as a blind-source separation … Congenitally
deaf poeple or poeple with ambilodypia have the problem of the nonfunctioning parts of the brain …
Further, the recorded dataset will be explored in more depth to achieve a better … 
"
The explanatory gap is still there,http://search.proquest.com/openview/79940c64313bb5e2f9214b93ee21a094/1?pq-origsite=gscholar&cbl=47829,Cited by 2,"https://scholar.google.com/scholar?q=related:LdGNYcnD49gJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",944,All 4 versions,"K Oberauer - Behavioral and Brain Sciences, 2001 - search.proquest.com","… notions of the nature of visual perception, and to recently discover, with collaborators, the phe-
nomenon of “change blindness.” His current … can be obtained from the records of patients whose
vision has been restored after having been born blind with congenital cataract (cf … 
"
Does sensorimotor contingency theory account for perceptual-motor dissociations?,http://search.proquest.com/openview/69480f9e30b5ac2a083673e0d29831fe/1?pq-origsite=gscholar&cbl=47829,Cited by 2,"https://scholar.google.com/scholar?q=related:D7KitTgR3ssJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",945,All 5 versions,"F Lacquaniti, M Zago - Behavioral and Brain Sciences, 2001 - search.proquest.com","… notions of the nature of visual perception, and to recently discover, with collaborators, the phe-
nomenon of “change blindness.” His current … can be obtained from the records of patients whose
vision has been restored after having been born blind with congenital cataract (cf … 
"
[C] Clinical Opthalmology,,Cited by 3,"https://scholar.google.com/scholar?q=related:h4PDsU8KqcAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",946,,V Kalevar - 2008 - Ane Books Pvt Ltd,
Development of the superior colliculus/optic tectum,https://books.google.com/books?hl=en&lr=&id=OyfrY7PIsg4C&oi=fnd&pg=PA41&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=pSgO-ZcfME&sig=glR5QVjXCmbt7frA34d7X62kUxY,Cited by 4,"https://scholar.google.com/scholar?q=related:_7LmdcX1G70J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",947,,"BE Stein, TR Stanford - … Development and Function in the Brain, 2013 - books.google.com","… lens that impedes the transmission of light (Bonds and Freeman, 1978; Thorn et al., 1976), and
it is functionally blind. Similarly, its ear canals are still sealed, and it is deaf … active spans increase
with age so that by 9–10 dpn, visual activity is evident throughout the depths of the … 
"
The neurology of olfaction,https://books.google.com/books?hl=en&lr=&id=aoE9-GKuhnIC&oi=fnd&pg=PR5&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=s4BGmR_nHM&sig=bR8FZV2Jq_30TKY5WHxTwkONOqo,Cited by 127,"https://scholar.google.com/scholar?q=related:VTNvX0JhEFoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",948,,"CH Hawkes, RL Doty - 2009 - books.google.com","… complex and dynamic nature, including its unique regenerative properties and critical associations
with … side-to-side ﬂuctuations have been reported to have period lengths ranging … Unfortunately,
receptor restoration following damage is often incomplete in both humans and … 
"
Disorders of higher visual processing,https://books.google.com/books?hl=en&lr=&id=bgBGsXnowCoC&oi=fnd&pg=PA223&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=O8FldDDjpR&sig=lVqm2dZRA0EA44PdV0rhKA0T1kA,,"https://scholar.google.com/scholar?q=related:G9z95guzXmwJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",949,All 5 versions,"C Kennard, RJ Leigh - Neuro-ophthalmology, 2011 - books.google.com","… Unlike the defect in congenital color blindness, cerebral achromatopsia affects perception of
all hues … may be the initial symptom or the final outcome from a resolving cortical blindness … move
their head, sug- gesting that they can perceive form from depth cues, another putative … 
"
Towards the identification of causal genes and contributing molecular processes underlying strabismus,https://open.library.ubc.ca/collections/ubctheses/24/items/1.0379323,,,950,All 2 versions,X Ye - 2019 - open.library.ubc.ca,"Learning, knowledge, research, insight: welcome to the world of UBC Library,
the second-largest academic research library in Canada.
"
Probing cortical excitability with transcranial magnetic stimulation,https://aaltodoc.aalto.fi/handle/123456789/4711,Cited by 8,"https://scholar.google.com/scholar?q=related:5XVb9Ft9PuAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",951,All 3 versions,D Kičić - 2009 - aaltodoc.aalto.fi,"… and a Matlab guru to me - Jussi has opened many secret doors in my perception of the … Current
neuronal states of the cortex might be shaped by the sensory inputs as well as by … of MEPs, or
in the duration of the elec- tromyographically (EMG) observed silent period were often … 
"
"Sound-Based Assistive Technology: Support to Hearing, Speaking and Seeing",https://books.google.com/books?hl=en&lr=&id=Ni5IDgAAQBAJ&oi=fnd&pg=PR6&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=pBeOZ0DDgd&sig=DjBEBuIDx-XB9xPRM_R1sM2aIeY,Cited by 2,"https://scholar.google.com/scholar?q=related:FpjHS7qfCF0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",952,All 8 versions,T Ifukube - 2017 - books.google.com,"… Over a period of 45 years, the author has developed a basic research approach for assistive … vi
Preface speech-, and sight-impaired people who might all benefit in some way from an … aids that
support speech recognition of the deaf, vocal training of the deaf-blind, and auditory … 
"
Pediatric Ocular Trauma,https://link.springer.com/chapter/10.1007/978-0-387-21753-6_6,Cited by 9,"https://scholar.google.com/scholar?q=related:2Vy7guVvkqwJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",953,All 2 versions,"KW Wright - Pediatric Ophthalmology and Strabismus, 2003 - Springer","… of the traumatized eye is indicated if it re- mains with no light perception after the … PHTHISIS BULBI
A blind, scarred eye that is shrunken and hypotonic is termed phthisis bulbi … tend to be vertically
aligned, in cantrast to Haab's striae (found with congenital glaucoma), which are … 
"
Functional amblyopia,https://link.springer.com/chapter/10.1007/978-3-319-63019-9_4,Cited by 23,"https://scholar.google.com/scholar?q=related:VT-glP-N3uEJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",954,All 2 versions,"BJ Kushner - Strabismus, 2017 - Springer","… His parents said that during that time he behaved “like he was blind,” and his visual acuity … Although
congenital unilateral high myopia is often axial, this is not always the case … Depending on the
response, age, depth of amblyopia, and parent's ability to come in for appointments, I … 
"
Reexamining visual cognition in human infants: On the necessity of representation,http://search.proquest.com/openview/d08d26ef5548c8c7130306a6ec8fef13/1?pq-origsite=gscholar&cbl=47829,Cited by 1,"https://scholar.google.com/scholar?q=related:bvGKbyzLnmQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",955,All 4 versions,"M Schlesinger - Behavioral and Brain Sciences, 2001 - search.proquest.com","… notions of the nature of visual perception, and to recently discover, with collaborators, the phe-
nomenon of “change blindness.” His current … can be obtained from the records of patients whose
vision has been restored after having been born blind with congenital cataract (cf … 
"
Effets de la privation visuelle sur l'expression des transporteurs vésiculaires du glutamate et du GABA dans les cortex sensoriels chez la souris énucléée à la …,http://depot-e.uqtr.ca/id/eprint/7320/1/030621248.pdf,,,956,All 2 versions,J Pommainville - 2014 - depot-e.uqtr.ca,"… ""Every man can, if he so desires, become the sculptor of his own brain "" - Santiago Ramon y Cajal …
individus voyants (Goldreich et Kanics 2003; Goldreich et Kanics 2006; Alary et al. 2009), mais
aussi une meilleure perception tactile d'objets et de patrons tridimensionnels … 
"
Improvement of binaural hearing in long sequential bilateral cochlear implantation,https://tspace.library.utoronto.ca/handle/1807/69998,,"https://scholar.google.com/scholar?q=related:1Tvx_-ZbwgcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",957,,P Abbasalipour Kabirrah - 2013 - tspace.library.utoronto.ca,"… efficiently (Graham J., et al., 2009), and restricts the potential benefits of bilateral CIs in children
who are congenitally deaf in both ears. 1.2 … with their deaf child/ren (Hindley 1997) … hearing loss.
The only exception for this prescription is when performance on speech perception … 
"
Gestalt Reasoning: Perceptual Compatibility Effects Evoked by Coordination Descriptions,https://orbi.uliege.be/handle/2268/210938,,"https://scholar.google.com/scholar?q=related:cSVz6gKoOgUJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",958,,"M Dumitru, G Joergensen - 2016 - orbi.uliege.be","… Developmental Differences in Implementation of Accessibility Cues when Judging Concept
Learning 66 … The Effects of Emotional Facial Expression of happiness and sadness on Time
Perception in Patients … Spatial interference on temporal judgments: Effect of depth in children … 
"
Aged neuronal nitric oxide knockout mice show preserved olfactory learning in both social recognition and odor-conditioning tasks,https://www.frontiersin.org/articles/10.3389/fncel.2015.00105/full,Cited by 4,"https://scholar.google.com/scholar?q=related:QlZz59k1FmsJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",959,All 12 versions,"BM James, Q Li, L Luo, KM Kendrick - Frontiers in Cellular …, 2015 - frontiersin.org","… evidence in both humans and rodents for age-associated changes in olfactory perception and
memory … The behaviors were all videotaped to allow blind scoring of the investigation times … session
using two black Perspex compartments (height: 30 cm × width: 30 cm × depth: 30 cm … 
"
Visual motion: from cortex to percept,https://books.google.com/books?hl=en&lr=&id=9_mdDwAAQBAJ&oi=fnd&pg=PA111&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=0mjRDApJYf&sig=Homm-sS8OftiuQrugv8En_WEgdg,Cited by 5,"https://scholar.google.com/scholar?q=related:FE6Xq3wzPxoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",960,All 4 versions,"C Aaen-Stockdale, B Thompson - IntechOpen, 2012 - books.google.com","… Visual Motion: From Cortex to Percept 119 coherence task in their blind hemifield (Huxlin et … This
patient, LM, did not have a scotoma (region of blindness) as would be expected … one eye
(anisometropia), a turned eye (strabismus) or less commonly a congenital cataract (Holmes … 
"
Improvement of binaural hearing in long sequential bilateral cochlear implantation,https://tspace.library.utoronto.ca/handle/1807/69998,,"https://scholar.google.com/scholar?q=related:1Tvx_-ZbwgcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",961,,P Abbasalipour Kabirrah - 2013 - tspace.library.utoronto.ca,"… efficiently (Graham J., et al., 2009), and restricts the potential benefits of bilateral CIs in children
who are congenitally deaf in both ears. 1.2 … with their deaf child/ren (Hindley 1997) … hearing loss.
The only exception for this prescription is when performance on speech perception … 
"
Gestalt Reasoning: Perceptual Compatibility Effects Evoked by Coordination Descriptions,https://orbi.uliege.be/handle/2268/210938,,"https://scholar.google.com/scholar?q=related:cSVz6gKoOgUJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",962,,"M Dumitru, G Joergensen - 2016 - orbi.uliege.be","… Developmental Differences in Implementation of Accessibility Cues when Judging Concept
Learning 66 … The Effects of Emotional Facial Expression of happiness and sadness on Time
Perception in Patients … Spatial interference on temporal judgments: Effect of depth in children … 
"
Aged neuronal nitric oxide knockout mice show preserved olfactory learning in both social recognition and odor-conditioning tasks,https://www.frontiersin.org/articles/10.3389/fncel.2015.00105/full,Cited by 4,"https://scholar.google.com/scholar?q=related:QlZz59k1FmsJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",963,All 12 versions,"BM James, Q Li, L Luo, KM Kendrick - Frontiers in Cellular …, 2015 - frontiersin.org","… evidence in both humans and rodents for age-associated changes in olfactory perception and
memory … The behaviors were all videotaped to allow blind scoring of the investigation times … session
using two black Perspex compartments (height: 30 cm × width: 30 cm × depth: 30 cm … 
"
